S.N,Date,Open,High,Low,Close,per_change,Qty,Turnover,EPS,PE
1442.0,2018-11-04,415.00,419.00,411.00,413.00,-1.67,"28,303.00","1,17,46,678.00",36.78,11.2289287656335
1443.0,2018-11-01,417.00,425.00,416.00,420.00,0.24,"30,349.00","1,27,75,277.00",36.78,11.4192495921697
1444.0,2018-10-31,425.00,427.00,419.00,419.00,-2.56,"20,649.00","87,27,679.00",36.78,11.3920609026645
1445.0,2018-10-30,428.00,434.00,425.00,430.00,1.42,"17,692.00","75,51,041.00",36.78,11.6911364872213
1446.0,2018-10-29,426.00,430.00,423.00,424.00,-1.4,"32,369.00","1,37,83,082.00",36.78,11.5280043501903
1447.0,2018-10-28,453.00,453.00,428.00,430.00,-3.37,"52,690.00","2,28,79,716.00",36.78,11.6911364872213
1448.0,2018-10-25,445.00,445.00,437.00,445.00,0.0,"26,122.00","1,14,73,088.00",36.78,12.0989668297988
1449.0,2018-10-24,446.00,446.00,439.00,445.00,-0.45,"28,009.00","1,23,65,740.00",36.78,12.0989668297988
1450.0,2018-10-23,448.00,448.00,442.00,447.00,-0.22,"38,249.00","1,70,46,796.00",36.78,12.1533442088091
1451.0,2018-10-22,450.00,452.00,445.00,448.00,-0.44,"17,871.00","80,12,572.00",36.78,12.1805328983143
1452.0,2018-10-21,434.00,453.00,434.00,450.00,2.04,"40,570.00","1,81,76,248.00",36.78,12.2349102773246
1453.0,2018-10-15,436.00,446.00,436.00,441.00,1.15,"36,215.00","1,59,85,469.00",18.94,23.2840549102429
1454.0,2018-10-14,431.00,440.00,430.00,436.00,1.16,"36,357.00","1,57,95,445.00",18.94,23.0200633579725
1455.0,2018-10-11,425.00,436.00,425.00,431.00,0.94,"35,013.00","1,51,26,056.00",18.94,22.7560718057022
1456.0,2018-10-10,435.00,435.00,423.00,427.00,-0.23,"16,922.00","72,41,119.00",18.94,22.544878563886
1457.0,2018-10-09,428.00,434.00,425.00,428.00,0.23,"38,484.00","1,65,40,953.00",18.94,22.59767687434
1458.0,2018-10-08,420.00,429.00,420.00,427.00,1.18,"30,008.00","1,27,30,314.00",18.94,22.544878563886
1459.0,2018-10-07,427.00,427.00,417.00,422.00,-0.71,"39,336.00","1,65,88,273.00",18.94,22.2808870116156
1460.0,2018-10-04,429.00,429.00,415.00,425.00,0.71,"39,411.00","1,65,99,836.00",18.94,22.4392819429778
1461.0,2018-10-03,427.00,432.00,422.00,422.00,-1.86,"59,156.00","2,52,12,332.00",18.94,22.2808870116156
1462.0,2018-10-02,433.00,435.00,426.00,430.00,-1.15,"37,786.00","1,62,66,435.00",18.94,22.7032734952482
1463.0,2018-10-01,442.00,442.00,430.00,435.00,-1.58,"57,208.00","2,48,42,610.00",18.94,22.9672650475185
1464.0,2018-09-30,432.00,444.00,432.00,442.00,0.91,"72,471.00","3,16,43,900.00",18.94,23.3368532206969
1465.0,2018-09-27,440.00,445.00,434.00,438.00,-0.68,"48,864.00","2,14,47,616.00",18.94,23.1256599788807
1466.0,2018-09-26,450.00,451.00,434.00,441.00,-1.34,"60,980.00","2,69,86,666.00",18.94,23.2840549102429
1467.0,2018-09-25,447.00,459.00,442.00,447.00,2.27,"1,31,491.00","5,94,40,832.00",18.94,23.6008447729673
1468.0,2018-09-23,425.00,447.00,420.00,440.00,4.02,"1,61,693.00","7,04,62,096.00",18.94,23.2312565997888
1469.0,2018-09-20,407.00,423.00,407.00,423.00,3.93,"1,12,030.00","4,66,63,656.00",18.94,22.3336853220697
1470.0,2018-09-18,411.00,411.00,405.00,407.00,-0.97,"40,826.00","1,65,95,035.00",18.94,21.4889123548046
1471.0,2018-09-17,409.00,415.00,401.00,411.00,0.74,"52,792.00","2,15,80,484.00",18.94,21.7001055966209
1472.0,2018-09-16,421.00,422.00,408.00,408.00,-1.21,"87,720.00","3,64,50,228.00",18.94,21.5417106652587
1473.0,2018-09-13,410.00,425.00,410.00,413.00,1.23,"1,33,992.00","5,58,62,024.00",18.94,21.805702217529
1474.0,2018-09-12,386.00,408.00,386.00,408.00,4.62,"1,28,576.00","5,13,15,460.00",18.94,21.5417106652587
1475.0,2018-09-11,381.00,391.00,381.00,390.00,1.56,"70,801.00","2,74,50,500.00",18.94,20.5913410770855
1476.0,2018-09-10,382.00,385.00,375.00,384.00,0.52,"38,444.00","1,45,86,524.00",18.94,20.2745512143611
1477.0,2018-09-09,375.00,385.00,372.00,382.00,1.06,"66,875.00","2,53,48,612.00",18.94,20.168954593453
1478.0,2018-09-06,383.00,384.00,372.00,378.00,-1.31,"42,207.00","1,59,47,063.00",18.94,19.9577613516367
1479.0,2018-09-05,384.00,391.00,376.00,383.00,0.0,"90,822.00","3,49,59,864.00",18.94,20.2217529039071
1480.0,2018-09-04,360.00,389.00,360.00,383.00,4.64,"89,078.00","3,34,99,400.00",18.94,20.2217529039071
1481.0,2018-09-03,357.00,370.00,356.00,366.00,1.95,"93,515.00","3,39,55,888.00",18.94,19.324181626188
1482.0,2018-09-02,334.00,361.00,334.00,359.00,5.59,"91,649.00","3,24,50,540.00",18.94,18.9545934530095
1483.0,2018-08-30,322.00,342.00,322.00,340.00,4.62,"62,781.00","2,09,54,534.00",18.94,17.9514255543823
1484.0,2018-08-29,319.00,325.00,319.00,325.00,0.0,"15,344.00","49,43,438.00",18.94,17.1594508975713
1485.0,2018-08-28,312.00,325.00,311.00,325.00,3.83,"19,657.00","62,98,966.00",18.94,17.1594508975713
1486.0,2018-08-26,315.00,315.00,313.00,313.00,0.0,"3,770.00","11,80,683.00",18.94,16.5258711721225
1487.0,2018-08-23,313.00,315.00,311.00,313.00,-0.32,"24,722.00","77,48,805.00",18.94,16.5258711721225
1488.0,2018-08-22,312.00,315.00,312.00,314.00,0.0,868.00,"2,72,870.00",18.94,16.5786694825766
1489.0,2018-08-21,318.00,318.00,313.00,314.00,-0.95,"4,251.00","13,43,071.00",18.94,16.5786694825766
1490.0,2018-08-20,320.00,320.00,313.00,317.00,0.32,"10,193.00","32,14,836.00",18.94,16.7370644139388
1491.0,2018-08-19,325.00,325.00,316.00,316.00,-1.86,"19,853.00","63,26,305.00",18.94,16.6842661034847
1492.0,2018-08-16,324.00,324.00,318.00,322.00,1.26,"19,874.00","63,85,694.00",18.94,17.0010559662091
1493.0,2018-08-15,312.00,320.00,312.00,318.00,1.92,"11,005.00","34,76,200.00",18.94,16.7898627243928
1494.0,2018-08-14,307.00,313.00,307.00,312.00,0.97,"2,453.00","7,57,924.00",18.94,16.4730728616684
1495.0,2018-08-13,305.00,310.00,305.00,309.00,1.64,"4,058.00","12,52,347.00",18.94,16.3146779303062
1496.0,2018-08-12,304.00,314.00,304.00,304.00,-1.62,"8,903.00","27,24,128.00",18.94,16.0506863780359
1497.0,2018-08-09,314.00,314.00,306.00,309.00,-0.96,"10,753.00","33,26,931.00",18.94,16.3146779303062
1498.0,2018-08-08,316.00,316.00,310.00,312.00,-0.95,"10,693.00","33,44,672.00",18.94,16.4730728616684
1499.0,2018-08-07,315.00,320.00,314.00,315.00,0.0,"4,293.00","13,54,824.00",18.94,16.6314677930306
1500.0,2018-08-06,315.00,318.00,314.00,315.00,-0.32,"6,141.00","19,35,235.00",18.94,16.6314677930306
1501.0,2018-08-05,318.00,319.00,315.00,316.00,-0.32,"4,436.00","14,08,040.00",18.94,16.6842661034847
1502.0,2018-08-02,315.00,317.00,314.00,317.00,0.32,"5,531.00","17,46,651.00",18.94,16.7370644139388
1503.0,2018-08-01,315.00,316.00,312.00,316.00,0.96,"6,318.00","19,89,667.00",18.94,16.6842661034847
1504.0,2018-07-31,313.00,316.00,311.00,313.00,0.32,"6,326.00","19,79,852.00",18.94,16.5258711721225
1505.0,2018-07-30,310.00,312.00,306.00,312.00,0.65,"2,672.00","8,31,634.00",18.94,16.4730728616684
1506.0,2018-07-29,313.00,313.00,309.00,310.00,-0.32,"6,690.00","20,73,971.00",18.94,16.3674762407603
1507.0,2018-07-26,314.00,314.00,310.00,311.00,-0.96,"3,729.00","11,60,315.00",18.94,16.4202745512144
1508.0,2018-07-25,315.00,315.00,310.00,314.00,0.0,"5,938.00","18,47,958.00",18.94,16.5786694825766
1509.0,2018-07-24,311.00,316.00,311.00,314.00,0.96,"9,354.00","29,32,575.00",18.94,16.5786694825766
1510.0,2018-07-23,310.00,311.00,308.00,311.00,0.32,951.00,"2,93,860.00",18.94,16.4202745512144
1511.0,2018-07-22,311.00,312.00,307.00,310.00,-0.64,"11,581.00","35,92,705.00",18.94,16.3674762407603
1512.0,2018-07-19,313.00,317.00,312.00,312.00,-1.58,"7,255.00","22,75,278.00",18.94,16.4730728616684
1513.0,2018-07-18,317.00,317.00,316.00,317.00,0.32,"4,878.00","15,43,252.00",18.94,16.7370644139388
1514.0,2018-07-17,317.00,320.00,316.00,316.00,0.0,"4,190.00","13,28,687.00",18.94,16.6842661034847
1515.0,2018-07-16,317.00,319.00,315.00,316.00,-0.32,"3,562.00","11,28,521.00",18.94,16.6842661034847
1516.0,2018-07-15,315.00,317.00,311.00,317.00,0.63,"5,868.00","18,42,839.00",15.49,20.4648160103292
1517.0,2018-07-12,313.00,315.00,311.00,315.00,1.29,"13,648.00","42,70,528.00",15.49,20.3357004519045
1518.0,2018-07-11,321.00,322.00,311.00,311.00,-2.81,"9,992.00","31,53,319.00",15.49,20.0774693350549
1519.0,2018-07-10,318.00,323.00,316.00,320.00,1.27,"8,415.00","26,68,060.00",15.49,20.6584893479664
1520.0,2018-07-09,315.00,317.00,313.00,316.00,-0.94,"12,165.00","38,41,006.00",15.49,20.4002582311168
1521.0,2018-07-08,319.00,322.00,315.00,319.00,-0.31,"5,894.00","18,69,936.00",15.49,20.593931568754
1522.0,2018-07-05,317.00,320.00,313.00,320.00,1.59,"12,796.00","40,38,513.00",15.49,20.6584893479664
1523.0,2018-07-04,310.00,316.00,309.00,315.00,1.29,"8,879.00","27,56,354.00",15.49,20.3357004519045
1524.0,2018-07-03,306.00,312.00,306.00,311.00,1.63,"7,603.00","23,47,052.00",15.49,20.0774693350549
1525.0,2018-07-02,309.00,316.00,306.00,306.00,-1.61,"12,858.00","40,31,778.00",15.49,19.7546804389929
1526.0,2018-07-01,317.00,321.00,311.00,311.00,-0.96,"4,695.00","14,71,131.00",15.49,20.0774693350549
1527.0,2018-06-28,313.00,316.00,312.00,314.00,0.64,"15,615.00","49,05,966.00",15.49,20.2711426726921
1528.0,2018-06-27,306.00,315.00,306.00,312.00,0.65,"7,345.00","22,88,287.00",15.49,20.1420271142673
1529.0,2018-06-26,318.00,318.00,309.00,310.00,-0.96,"18,030.00","56,85,587.00",15.49,20.0129115558425
1530.0,2018-06-25,317.00,318.00,313.00,313.00,-0.95,"4,336.00","13,63,261.00",15.49,20.2065848934797
1531.0,2018-06-24,313.00,321.00,313.00,316.00,0.32,"1,673.00","5,29,242.00",15.49,20.4002582311168
1532.0,2018-06-21,314.00,320.00,314.00,315.00,-0.94,"2,483.00","7,87,841.00",15.49,20.3357004519045
1533.0,2018-06-20,318.00,320.00,317.00,318.00,0.0,"2,517.00","8,00,230.00",15.49,20.5293737895416
1534.0,2018-06-19,318.00,320.00,313.00,318.00,0.0,"83,801.00","2,66,52,012.00",15.49,20.5293737895416
1535.0,2018-06-18,320.00,326.00,315.00,318.00,-0.63,"4,545.00","14,50,531.00",15.49,20.5293737895416
1536.0,2018-06-17,325.00,325.00,318.00,320.00,-2.14,"23,503.00","74,98,483.00",15.49,20.6584893479664
1537.0,2018-06-14,329.00,330.00,324.00,327.00,0.93,"8,432.00","27,68,734.00",15.49,21.1103938024532
1538.0,2018-06-13,319.00,325.00,319.00,324.00,-0.31,"2,655.00","8,53,714.00",15.49,20.916720464816
1539.0,2018-06-12,319.00,325.00,319.00,325.00,0.93,"4,469.00","14,44,746.00",15.49,20.9812782440284
1540.0,2018-06-11,319.00,325.00,315.00,322.00,0.31,"17,638.00","56,26,494.00",15.49,20.7876049063912
1541.0,2018-06-10,325.00,325.00,317.00,321.00,-1.83,"12,953.00","41,66,448.00",15.49,20.7230471271788
1542.0,2018-06-07,332.00,333.00,326.00,327.00,-2.1,"6,980.00","22,88,567.00",15.49,21.1103938024532
1543.0,2018-06-06,332.00,338.00,332.00,334.00,2.45,"3,040.00","10,16,894.00",15.49,21.56229825694
1544.0,2018-06-04,322.00,329.00,322.00,326.00,-0.61,"7,155.00","23,26,021.00",15.49,21.0458360232408
1545.0,2018-06-03,331.00,338.00,324.00,328.00,-2.67,"9,977.00","32,85,753.00",15.49,21.1749515816656
1546.0,2018-05-31,338.00,340.00,334.00,337.00,-0.3,"16,961.00","57,33,964.00",15.49,21.7559715945771
1547.0,2018-05-30,340.00,344.00,336.00,338.00,0.0,"14,724.00","50,17,013.00",15.49,21.8205293737895
1548.0,2018-05-29,332.00,338.00,330.00,338.00,1.5,"6,193.00","20,64,919.00",15.49,21.8205293737895
1549.0,2018-05-28,328.00,341.00,328.00,333.00,1.22,"5,608.00","18,74,106.00",15.49,21.4977404777276
1550.0,2018-05-27,333.00,333.00,327.00,329.00,-1.5,"10,394.00","34,18,442.00",15.49,21.239509360878
1551.0,2018-05-24,334.00,338.00,334.00,334.00,-0.6,"26,336.00","88,35,935.00",15.49,21.56229825694
1552.0,2018-05-23,338.00,338.00,336.00,336.00,-0.59,"7,443.00","25,10,199.00",15.49,21.6914138153648
1553.0,2018-05-22,339.00,340.00,338.00,338.00,-0.59,"8,541.00","28,97,652.00",15.49,21.8205293737895
1554.0,2018-05-21,340.00,343.00,338.00,340.00,0.0,"6,321.00","21,51,465.00",15.49,21.9496449322143
1555.0,2018-05-20,345.00,345.00,339.00,340.00,0.0,"10,094.00","34,45,531.00",15.49,21.9496449322143
1556.0,2018-05-17,340.00,342.00,339.00,340.00,0.0,"12,323.00","41,95,657.00",15.49,21.9496449322143
1557.0,2018-05-16,340.00,340.00,337.00,340.00,0.0,"4,606.00","15,61,126.00",15.49,21.9496449322143
1558.0,2018-05-15,338.00,340.00,338.00,340.00,0.29,"2,489.00","8,45,082.00",15.49,21.9496449322143
1559.0,2018-05-14,338.00,341.00,337.00,339.00,0.3,"20,858.00","70,84,201.00",15.49,21.8850871530019
1560.0,2018-05-10,337.00,343.00,337.00,338.00,-1.17,"12,434.00","42,27,378.00",15.49,21.8205293737895
1561.0,2018-05-09,342.00,343.00,337.00,342.00,0.88,"14,076.00","47,79,347.00",15.49,22.0787604906391
1562.0,2018-05-08,337.00,341.00,335.00,339.00,0.59,"15,267.00","51,44,082.00",15.49,21.8850871530019
1563.0,2018-05-07,335.00,342.00,332.00,337.00,0.0,"17,494.00","58,95,486.00",15.49,21.7559715945771
1564.0,2018-05-06,338.00,340.00,335.00,337.00,-1.17,"11,511.00","38,84,758.00",15.49,21.7559715945771
1565.0,2018-05-03,341.00,342.00,338.00,341.00,0.89,"32,659.00","1,11,20,543.00",15.49,22.0142027114267
1566.0,2018-05-02,335.00,338.00,331.00,338.00,1.2,"11,337.00","37,99,592.00",15.49,21.8205293737895
1567.0,2018-04-29,334.00,339.00,331.00,334.00,-0.6,"42,224.00","1,40,90,892.00",15.49,21.56229825694
1568.0,2018-04-26,340.00,342.00,336.00,336.00,-1.18,"24,001.00","81,17,319.00",15.49,21.6914138153648
1569.0,2018-04-25,343.00,344.00,339.00,340.00,-0.87,"15,294.00","52,08,971.00",15.49,21.9496449322143
1570.0,2018-04-24,346.00,349.00,342.00,343.00,-2.0,"14,697.00","50,66,590.00",15.49,22.1433182698515
1571.0,2018-04-23,357.00,361.00,348.00,350.00,-1.69,"35,197.00","1,24,61,355.00",15.49,22.5952227243383
1572.0,2018-04-22,341.00,357.00,341.00,356.00,2.89,"33,695.00","1,18,11,264.00",15.49,22.9825693996127
1573.0,2018-04-19,340.00,349.00,335.00,346.00,2.37,"33,625.00","1,15,44,096.00",15.49,22.3369916074887
1574.0,2018-04-18,330.00,348.00,328.00,338.00,2.42,"17,142.00","57,69,849.00",15.49,21.8205293737895
1575.0,2018-04-17,322.00,332.00,322.00,330.00,1.85,"13,633.00","44,74,653.00",15.49,21.3040671400904
1576.0,2018-04-16,318.00,326.00,318.00,324.00,1.89,"10,296.00","33,28,650.00",15.49,20.916720464816
1577.0,2018-04-15,320.00,322.00,314.00,318.00,-1.55,"13,360.00","42,45,252.00",15.49,20.5293737895416
1578.0,2018-04-12,326.00,328.00,322.00,323.00,0.0,"8,904.00","28,92,324.00",14.24,22.6825842696629
1579.0,2018-04-11,317.00,323.00,316.00,323.00,0.31,"3,501.00","11,16,758.00",14.24,22.6825842696629
1580.0,2018-04-10,323.00,332.00,316.00,322.00,-1.83,"9,966.00","32,19,327.00",14.24,22.6123595505618
1581.0,2018-04-09,335.00,336.00,323.00,328.00,-0.61,"15,606.00","51,37,289.00",14.24,23.0337078651685
1582.0,2018-04-08,320.00,332.00,320.00,330.00,3.77,"25,338.00","83,03,723.00",14.24,23.1741573033708
1583.0,2018-04-05,316.00,319.00,311.00,318.00,2.58,"14,733.00","46,68,266.00",14.24,22.3314606741573
1584.0,2018-04-04,310.00,314.00,307.00,310.00,0.65,"5,694.00","17,68,396.00",14.24,21.7696629213483
1585.0,2018-04-03,303.00,308.00,303.00,308.00,0.0,"5,288.00","16,18,334.00",14.24,21.6292134831461
1586.0,2018-04-02,306.00,308.00,305.00,308.00,0.0,"2,719.00","8,33,618.00",14.24,21.6292134831461
1587.0,2018-04-01,316.00,316.00,303.00,308.00,-2.22,"11,449.00","34,98,923.00",14.24,21.6292134831461
1588.0,2018-03-29,312.00,318.00,307.00,315.00,2.61,"10,960.00","34,05,933.00",14.24,22.1207865168539
1589.0,2018-03-28,305.00,309.00,300.00,307.00,-0.32,"15,130.00","46,30,456.00",14.24,21.5589887640449
1590.0,2018-03-27,295.00,309.00,285.00,308.00,3.36,"13,125.00","38,69,370.00",14.24,21.6292134831461
1591.0,2018-03-26,298.00,303.00,294.00,298.00,-1.97,"15,568.00","46,49,938.00",14.24,20.9269662921348
1592.0,2018-03-22,314.00,314.00,302.00,304.00,-1.62,"19,432.00","59,88,284.00",14.24,21.3483146067416
1593.0,2018-03-21,314.00,315.00,306.00,309.00,-2.22,"18,664.00","57,71,624.00",14.24,21.6994382022472
1594.0,2018-03-20,320.00,321.00,315.00,316.00,-0.94,"16,734.00","52,89,861.00",14.24,22.1910112359551
1595.0,2018-03-19,324.00,325.00,319.00,319.00,-1.54,"17,787.00","57,25,385.00",14.24,22.4016853932584
1596.0,2018-03-18,326.00,327.00,323.00,324.00,-0.61,"8,329.00","27,01,315.00",14.24,22.752808988764
1597.0,2018-03-15,324.00,328.00,324.00,326.00,0.31,"31,274.00","1,02,05,380.00",14.24,22.8932584269663
1598.0,2018-03-14,322.00,326.00,322.00,325.00,-0.31,"6,604.00","21,43,282.00",14.24,22.8230337078652
1599.0,2018-03-13,327.00,327.00,324.00,326.00,-0.31,"12,610.00","41,03,807.00",14.24,22.8932584269663
1600.0,2018-03-12,326.00,333.00,320.00,327.00,0.0,"44,678.00","1,44,29,315.00",14.24,22.9634831460674
1601.0,2018-03-11,335.00,335.00,326.00,327.00,-3.82,"45,826.00","1,51,09,819.00",14.24,22.9634831460674
1602.0,2018-03-07,340.00,344.00,338.00,340.00,0.29,"11,941.00","40,53,414.00",14.24,23.876404494382
1603.0,2018-03-06,336.00,339.00,330.00,339.00,1.5,"20,976.00","69,87,407.00",14.24,23.8061797752809
1604.0,2018-03-05,338.00,339.00,331.00,334.00,0.0,"17,242.00","57,44,925.00",14.24,23.4550561797753
1605.0,2018-03-04,336.00,340.00,331.00,334.00,-2.34,"18,341.00","61,28,731.00",14.24,23.4550561797753
1606.0,2018-02-28,343.00,345.00,342.00,342.00,-0.87,"2,742.00","9,40,075.00",14.24,24.0168539325843
1607.0,2018-02-27,343.00,348.00,342.00,345.00,0.58,"13,405.00","46,30,061.00",14.24,24.2275280898876
1608.0,2018-02-26,347.00,347.00,343.00,343.00,-1.15,"11,992.00","41,30,066.00",14.24,24.0870786516854
1609.0,2018-02-25,348.00,348.00,343.00,347.00,-0.29,"11,103.00","38,28,036.00",14.24,24.3679775280899
1610.0,2018-02-22,347.00,354.00,345.00,348.00,0.29,"6,636.00","23,05,188.00",14.24,24.438202247191
1611.0,2018-02-21,348.00,350.00,346.00,347.00,-1.98,"5,875.00","20,42,940.00",14.24,24.3679775280899
1612.0,2018-02-20,363.00,363.00,354.00,354.00,-1.67,"29,824.00","1,06,06,707.00",14.24,24.8595505617978
1613.0,2018-02-18,360.00,364.00,350.00,360.00,0.84,"31,366.00","1,12,00,783.00",14.24,25.2808988764045
1614.0,2018-02-15,348.00,357.00,347.00,357.00,0.0,"26,577.00","93,61,605.00",14.24,25.0702247191011
1615.0,2018-02-14,349.00,348.00,344.00,348.00,0.0,"11,425.00","39,52,931.00",14.24,24.438202247191
1616.0,2018-02-12,347.00,349.00,344.00,349.00,0.0,"7,453.00","25,78,227.00",14.24,24.5084269662921
1617.0,2018-02-11,342.00,347.00,343.00,347.00,0.0,"5,007.00","17,24,404.00",14.24,24.3679775280899
1618.0,2018-02-08,341.00,344.00,339.00,342.00,0.0,"9,362.00","31,91,604.00",14.24,24.0168539325843
1619.0,2018-02-07,346.00,345.00,341.00,341.00,0.0,"4,071.00","13,90,893.00",14.24,23.9466292134831
1620.0,2018-02-06,348.00,349.00,344.00,346.00,0.0,"7,027.00","24,33,732.00",14.24,24.2977528089888
1621.0,2018-02-05,348.00,348.00,346.00,348.00,0.0,"8,577.00","29,77,187.00",14.24,24.438202247191
1622.0,2018-02-04,347.00,350.00,347.00,348.00,0.0,"16,782.00","58,48,451.00",14.24,24.438202247191
1623.0,2018-02-01,344.00,350.00,341.00,347.00,0.0,"22,342.00","77,31,335.00",14.24,24.3679775280899
1624.0,2018-01-31,348.00,346.00,341.00,344.00,0.0,"12,608.00","43,32,288.00",14.24,24.1573033707865
1625.0,2018-01-29,346.00,348.00,341.00,348.00,0.0,"17,381.00","60,01,281.00",14.24,24.438202247191
1626.0,2018-01-28,351.00,348.00,344.00,346.00,0.0,"12,943.00","44,75,864.00",14.24,24.2977528089888
1627.0,2018-01-25,344.00,351.00,344.00,351.00,0.0,"22,405.00","78,10,353.00",14.24,24.6488764044944
1628.0,2018-01-24,341.00,347.00,339.00,344.00,0.0,"7,029.00","24,20,836.00",14.24,24.1573033707865
1629.0,2018-01-23,345.00,343.00,337.00,341.00,0.0,"7,803.00","26,60,186.00",14.24,23.9466292134831
1630.0,2018-01-22,343.00,345.00,341.00,345.00,0.0,"7,411.00","25,36,523.00",14.24,24.2275280898876
1631.0,2018-01-21,343.00,348.00,343.00,343.00,0.0,"9,964.00","34,40,299.00",14.24,24.0870786516854
